mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_iter,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.013175058364868163,0.0021430230575680727,0.008519315719604492,0.0008758065839035986,100,liblinear,"{'max_iter': 100, 'solver': 'liblinear'}",0.7666666666666667,0.8,0.75,0.8070175438596491,0.7398843930635838,0.77271372071798,0.026651596743853492,4
0.03898048400878906,0.007040364840276793,0.006386852264404297,0.0016766215647602992,100,saga,"{'max_iter': 100, 'solver': 'saga'}",0.6820809248554913,0.6857142857142857,0.6451612903225806,0.6746987951807228,0.6982248520710059,0.6771760296288173,0.017726212024714093,9
0.03741717338562012,0.007155214471007122,0.00695490837097168,0.0020465878771472215,100,lbfgs,"{'max_iter': 100, 'solver': 'lbfgs'}",0.7555555555555555,0.8095238095238095,0.7544910179640718,0.8352941176470589,0.7126436781609196,0.7735016357702831,0.043596018642190884,3
0.007298803329467774,0.002263378119406445,0.005020570755004883,0.0005957090071127351,200,liblinear,"{'max_iter': 200, 'solver': 'liblinear'}",0.7666666666666667,0.8,0.75,0.8070175438596491,0.7398843930635838,0.77271372071798,0.026651596743853492,4
0.0768092155456543,0.01469495864285583,0.007297134399414063,0.0016365908609176421,200,saga,"{'max_iter': 200, 'solver': 'saga'}",0.7314285714285714,0.7159090909090909,0.6666666666666666,0.7058823529411765,0.7126436781609196,0.706506072021285,0.02160918876097108,8
0.041794967651367185,0.008753936391620587,0.00721592903137207,0.0030034010504057765,200,lbfgs,"{'max_iter': 200, 'solver': 'lbfgs'}",0.7624309392265194,0.8095238095238095,0.7544910179640718,0.8421052631578947,0.7126436781609196,0.776238941606643,0.045064942898398706,1
0.006918764114379883,0.0008898022036144442,0.005470180511474609,0.0012933432920591756,500,liblinear,"{'max_iter': 500, 'solver': 'liblinear'}",0.7666666666666667,0.8,0.75,0.8070175438596491,0.7398843930635838,0.77271372071798,0.026651596743853492,4
0.13317408561706542,0.01121888489001387,0.004067850112915039,0.000757403636079371,500,saga,"{'max_iter': 500, 'solver': 'saga'}",0.7415730337078652,0.7636363636363637,0.7044025157232704,0.75,0.7176470588235294,0.7354517943782057,0.021561800088010535,7
0.036942577362060545,0.008031727508410288,0.004521322250366211,0.00032880922986920175,500,lbfgs,"{'max_iter': 500, 'solver': 'lbfgs'}",0.7624309392265194,0.8095238095238095,0.7544910179640718,0.8421052631578947,0.7126436781609196,0.776238941606643,0.045064942898398706,1
